internalTaxonId,researchNeededCode,researchNeededName
169407,1.2,"Population size, distribution & trends"
169407,3.1,Population trends
169407,1.5,Threats
169407,1.2,"Population size, distribution & trends"
182521,3.1,Population trends
182521,1.3,Life history & ecology
182521,1.5,Threats
182521,1.2,"Population size, distribution & trends"
59888,3.1,Population trends
59888,1.3,Life history & ecology
59888,1.5,Threats
59888,1.6,Actions
59888,1.2,"Population size, distribution & trends"
59888,3.1,Population trends
59888,1.3,Life history & ecology
59888,1.5,Threats
59888,1.6,Actions
59888,2.2,Area-based Management Plan
59888,1.2,"Population size, distribution & trends"
59888,3.1,Population trends
59888,1.3,Life history & ecology
59888,1.5,Threats
59888,1.6,Actions
59888,1.2,"Population size, distribution & trends"
59888,3.1,Population trends
59888,1.3,Life history & ecology
59888,1.5,Threats
59888,1.2,"Population size, distribution & trends"
20438801,1.3,Life history & ecology
20438801,1.2,"Population size, distribution & trends"
22207,1.3,Life history & ecology
22207,1.2,"Population size, distribution & trends"
85110007,1.6,Actions
85110007,1.5,Threats
85110007,1.3,Life history & ecology
85110007,1.2,"Population size, distribution & trends"
108614817,1.3,Life history & ecology
108614817,1.2,"Population size, distribution & trends"
110079107,1.5,Threats
110079107,1.3,Life history & ecology
110079107,1.2,"Population size, distribution & trends"
110084952,1.2,"Population size, distribution & trends"
110084952,3.1,Population trends
63457,1.5,Threats
63457,1.3,Life history & ecology
63457,1.2,"Population size, distribution & trends"
162500,1.3,Life history & ecology
162500,1.4,"Harvest, use & livelihoods"
162500,1.5,Threats
162500,1.6,Actions
162500,1.1,Taxonomy
162500,1.2,"Population size, distribution & trends"
202717,1.3,Life history & ecology
202717,1.2,"Population size, distribution & trends"
165806,1.3,Life history & ecology
165806,1.5,Threats
165806,1.1,Taxonomy
165806,1.2,"Population size, distribution & trends"
165806,1.3,Life history & ecology
165806,1.5,Threats
165806,1.1,Taxonomy
165806,1.2,"Population size, distribution & trends"
183078,3.1,Population trends
183078,1.3,Life history & ecology
183078,1.4,"Harvest, use & livelihoods"
183078,1.1,Taxonomy
183078,1.2,"Population size, distribution & trends"
184215,3.1,Population trends
184215,1.3,Life history & ecology
184215,1.5,Threats
184215,1.2,"Population size, distribution & trends"
184215,3.1,Population trends
184215,1.3,Life history & ecology
184215,1.5,Threats
184215,1.2,"Population size, distribution & trends"
184569,1.3,Life history & ecology
184569,1.1,Taxonomy
184569,1.2,"Population size, distribution & trends"
59996,3.1,Population trends
59996,1.6,Actions
59996,3.1,Population trends
59970,3.1,Population trends
59970,3.1,Population trends
59970,1.6,Actions
63190,3.1,Population trends
63190,1.3,Life history & ecology
63190,1.5,Threats
63190,1.2,"Population size, distribution & trends"
63190,3.1,Population trends
63190,1.3,Life history & ecology
63190,1.5,Threats
63190,1.2,"Population size, distribution & trends"
63414,1.3,Life history & ecology
63414,1.5,Threats
63414,1.1,Taxonomy
63414,1.2,"Population size, distribution & trends"
63435,1.3,Life history & ecology
63435,1.5,Threats
63435,1.6,Actions
63435,1.2,"Population size, distribution & trends"
63435,1.3,Life history & ecology
63435,1.5,Threats
63435,1.6,Actions
63435,1.1,Taxonomy
63435,1.2,"Population size, distribution & trends"
13490715,1.5,Threats
13490715,1.2,"Population size, distribution & trends"
13490715,3.1,Population trends
19891787,3.1,Population trends
19891787,1.5,Threats
19891787,1.3,Life history & ecology
19891787,1.2,"Population size, distribution & trends"
66153897,1.2,"Population size, distribution & trends"
66177586,1.2,"Population size, distribution & trends"
35861,1.2,"Population size, distribution & trends"
35861,3.1,Population trends
35861,3.2,Harvest level trends
35861,1.5,Threats
66769919,1.5,Threats
66769919,1.4,"Harvest, use & livelihoods"
66769919,3.4,Habitat trends
66769919,3.1,Population trends
36247,1.6,Actions
36247,1.5,Threats
36247,1.3,Life history & ecology
36247,1.2,"Population size, distribution & trends"
68501446,1.6,Actions
68501446,1.5,Threats
68501446,1.4,"Harvest, use & livelihoods"
69222068,1.5,Threats
69222068,1.4,"Harvest, use & livelihoods"
70102352,1.6,Actions
70102352,1.5,Threats
70102352,1.4,"Harvest, use & livelihoods"
70102352,1.3,Life history & ecology
89036215,3.1,Population trends
89036215,1.3,Life history & ecology
169200,1.5,Threats
169200,1.3,Life history & ecology
169200,1.2,"Population size, distribution & trends"
169200,3.1,Population trends
158601,1.5,Threats
158601,1.3,Life history & ecology
158601,1.2,"Population size, distribution & trends"
158601,3.1,Population trends
90668675,1.3,Life history & ecology
90668675,1.1,Taxonomy
90668675,3.1,Population trends
90668675,3.4,Habitat trends
63210,1.5,Threats
63210,1.2,"Population size, distribution & trends"
63210,3.1,Population trends
59947,1.6,Actions
59947,3.1,Population trends
84379354,1.3,Life history & ecology
84379354,1.2,"Population size, distribution & trends"
60027,1.6,Actions
60027,1.5,Threats
60027,1.3,Life history & ecology
60027,1.2,"Population size, distribution & trends"
60027,3.1,Population trends
60030,1.2,"Population size, distribution & trends"
60030,3.1,Population trends
59981,1.2,"Population size, distribution & trends"
59981,3.1,Population trends
95317459,1.5,Threats
95317459,1.2,"Population size, distribution & trends"
98569037,2.1,Species Action/Recovery Plan
98569037,1.6,Actions
98569037,1.5,Threats
98569037,1.3,Life history & ecology
98569037,1.2,"Population size, distribution & trends"
98569037,3.4,Habitat trends
98569037,3.1,Population trends
100440745,1.5,Threats
100440745,1.2,"Population size, distribution & trends"
100440745,3.1,Population trends
100890094,1.2,"Population size, distribution & trends"
100890094,2.2,Area-based Management Plan
100890094,3.1,Population trends
100890094,3.4,Habitat trends
108616354,1.5,Threats
108616354,1.2,"Population size, distribution & trends"
110079229,1.2,"Population size, distribution & trends"
110079229,3.1,Population trends
110079229,2.2,Area-based Management Plan
110096021,1.2,"Population size, distribution & trends"
110096021,3.1,Population trends
184496,1.6,Actions
184496,1.5,Threats
184496,1.3,Life history & ecology
184496,1.2,"Population size, distribution & trends"
162612,1.3,Life history & ecology
162612,1.5,Threats
162612,1.2,"Population size, distribution & trends"
202779,3.1,Population trends
202779,1.5,Threats
161116,1.3,Life history & ecology
161116,1.2,"Population size, distribution & trends"
164257,1.2,"Population size, distribution & trends"
170169,4.0,Other
182568,3.1,Population trends
182883,3.1,Population trends
182883,1.3,Life history & ecology
182883,1.5,Threats
182883,1.2,"Population size, distribution & trends"
182883,3.1,Population trends
182883,1.6,Actions
182883,1.2,"Population size, distribution & trends"
182902,1.2,"Population size, distribution & trends"
182983,1.3,Life history & ecology
182983,1.5,Threats
182983,1.2,"Population size, distribution & trends"
46839,1.3,Life history & ecology
46839,1.5,Threats
46839,1.2,"Population size, distribution & trends"
59880,3.1,Population trends
59880,3.1,Population trends
59880,1.6,Actions
59880,3.1,Population trends
59880,3.1,Population trends
59880,1.2,"Population size, distribution & trends"
59880,3.1,Population trends
59880,1.5,Threats
63302,3.1,Population trends
44392306,3.1,Population trends
44392306,1.5,Threats
47608203,1.5,Threats
47608203,1.2,"Population size, distribution & trends"
64739395,1.5,Threats
64739395,1.4,"Harvest, use & livelihoods"
66100901,1.2,"Population size, distribution & trends"
66769678,1.5,Threats
66769678,1.4,"Harvest, use & livelihoods"
66769678,1.3,Life history & ecology
66769678,1.2,"Population size, distribution & trends"
66769678,3.4,Habitat trends
66769678,3.2,Harvest level trends
66769678,3.1,Population trends
66769678,2.2,Area-based Management Plan
59845,1.2,"Population size, distribution & trends"
59845,3.1,Population trends
184251,1.6,Actions
184251,1.5,Threats
184251,1.3,Life history & ecology
184251,1.2,"Population size, distribution & trends"
184251,1.1,Taxonomy
184251,3.1,Population trends
137177,1.1,Taxonomy
137177,1.2,"Population size, distribution & trends"
137177,1.3,Life history & ecology
162648,1.3,Life history & ecology
162648,1.5,Threats
162648,1.2,"Population size, distribution & trends"
163325,1.3,Life history & ecology
163325,1.2,"Population size, distribution & trends"
163325,1.5,Threats
183055,3.1,Population trends
183055,3.1,Population trends
183055,1.3,Life history & ecology
183055,1.4,"Harvest, use & livelihoods"
183055,1.5,Threats
183055,1.6,Actions
183055,1.2,"Population size, distribution & trends"
183055,3.1,Population trends
183055,1.3,Life history & ecology
183055,1.4,"Harvest, use & livelihoods"
183055,1.5,Threats
183055,1.6,Actions
183055,1.2,"Population size, distribution & trends"
184223,3.1,Population trends
184223,3.1,Population trends
184223,1.5,Threats
184225,3.1,Population trends
184225,1.5,Threats
184673,3.1,Population trends
184673,1.3,Life history & ecology
184673,1.6,Actions
184673,1.2,"Population size, distribution & trends"
184766,1.3,Life history & ecology
184766,1.5,Threats
184766,1.2,"Population size, distribution & trends"
184766,1.3,Life history & ecology
184766,1.5,Threats
184766,1.2,"Population size, distribution & trends"
185469,1.3,Life history & ecology
185469,1.5,Threats
185469,1.6,Actions
44320,3.1,Population trends
44320,1.3,Life history & ecology
44320,1.4,"Harvest, use & livelihoods"
44320,1.5,Threats
44320,1.6,Actions
44320,1.1,Taxonomy
44320,1.2,"Population size, distribution & trends"
44368,1.3,Life history & ecology
44368,1.5,Threats
44368,1.6,Actions
44368,1.1,Taxonomy
44368,1.2,"Population size, distribution & trends"
44446,3.1,Population trends
44446,1.3,Life history & ecology
44446,1.4,"Harvest, use & livelihoods"
44446,1.5,Threats
44446,1.6,Actions
44446,1.1,Taxonomy
44446,1.2,"Population size, distribution & trends"
60009,3.1,Population trends
60009,3.1,Population trends
60009,1.2,"Population size, distribution & trends"
63199,3.1,Population trends
63199,1.3,Life history & ecology
63199,1.5,Threats
63199,1.2,"Population size, distribution & trends"
63199,3.1,Population trends
63199,1.3,Life history & ecology
63199,1.5,Threats
63199,1.2,"Population size, distribution & trends"
64594128,1.5,Threats
64594128,1.4,"Harvest, use & livelihoods"
66153132,1.2,"Population size, distribution & trends"
65523571,1.5,Threats
65523571,1.4,"Harvest, use & livelihoods"
65523571,1.3,Life history & ecology
66769308,1.6,Actions
66769308,1.5,Threats
66769308,1.3,Life history & ecology
66769308,1.2,"Population size, distribution & trends"
66769308,3.4,Habitat trends
66769308,3.1,Population trends
66769381,1.6,Actions
66769381,1.5,Threats
66769381,1.4,"Harvest, use & livelihoods"
66769381,1.3,Life history & ecology
66769381,1.2,"Population size, distribution & trends"
66769381,3.4,Habitat trends
66769381,3.2,Harvest level trends
66769381,3.1,Population trends
68501489,3.1,Population trends
68501489,1.6,Actions
68501489,1.5,Threats
68501489,1.4,"Harvest, use & livelihoods"
68501489,1.3,Life history & ecology
68501489,4.0,Other
70102822,1.6,Actions
70102211,1.6,Actions
70102211,1.5,Threats
70102211,1.4,"Harvest, use & livelihoods"
70102211,1.3,Life history & ecology
70102876,1.6,Actions
70102876,1.5,Threats
70102876,1.4,"Harvest, use & livelihoods"
70102876,1.3,Life history & ecology
60004,1.6,Actions
60004,3.1,Population trends
59820,1.3,Life history & ecology
59820,1.2,"Population size, distribution & trends"
59820,3.1,Population trends
184217,1.6,Actions
184217,1.5,Threats
184217,1.3,Life history & ecology
184217,1.2,"Population size, distribution & trends"
184217,3.1,Population trends
84380103,1.3,Life history & ecology
84380103,1.2,"Population size, distribution & trends"
59822,1.2,"Population size, distribution & trends"
85111712,1.6,Actions
85111712,1.5,Threats
85111712,1.4,"Harvest, use & livelihoods"
85111712,1.3,Life history & ecology
60029,1.6,Actions
60029,1.5,Threats
60029,1.3,Life history & ecology
60029,1.2,"Population size, distribution & trends"
60029,1.1,Taxonomy
60029,3.1,Population trends
60041,1.6,Actions
60041,1.5,Threats
60041,1.3,Life history & ecology
60041,1.2,"Population size, distribution & trends"
60041,1.1,Taxonomy
60041,3.1,Population trends
43921,1.6,Actions
43921,1.5,Threats
43921,1.3,Life history & ecology
43921,1.2,"Population size, distribution & trends"
43921,3.4,Habitat trends
43921,3.1,Population trends
100890174,1.2,"Population size, distribution & trends"
100890174,3.1,Population trends
100890182,1.5,Threats
100890182,1.2,"Population size, distribution & trends"
100890182,3.4,Habitat trends
100890182,3.1,Population trends
110085387,1.3,Life history & ecology
110085387,1.2,"Population size, distribution & trends"
110085387,3.1,Population trends
110680072,1.5,Threats
110680072,1.2,"Population size, distribution & trends"
110680382,1.2,"Population size, distribution & trends"
110680382,1.5,Threats
184508,1.6,Actions
184508,1.5,Threats
184508,1.3,Life history & ecology
184508,1.2,"Population size, distribution & trends"
112680873,1.5,Threats
112680873,1.3,Life history & ecology
112680873,1.2,"Population size, distribution & trends"
112680873,3.4,Habitat trends
112680873,3.1,Population trends
200700,1.2,"Population size, distribution & trends"
159810,1.3,Life history & ecology
159810,1.5,Threats
159810,1.2,"Population size, distribution & trends"
160550,1.3,Life history & ecology
160550,1.5,Threats
160550,1.2,"Population size, distribution & trends"
166975,3.1,Population trends
166975,1.4,"Harvest, use & livelihoods"
181567,3.1,Population trends
181567,1.3,Life history & ecology
181567,1.5,Threats
181567,1.2,"Population size, distribution & trends"
182845,1.3,Life history & ecology
182845,1.5,Threats
182845,1.2,"Population size, distribution & trends"
182898,1.3,Life history & ecology
182898,1.1,Taxonomy
182898,1.2,"Population size, distribution & trends"
183117,3.1,Population trends
186099,3.1,Population trends
198738,1.1,Taxonomy
198738,1.2,"Population size, distribution & trends"
44330,1.3,Life history & ecology
44330,1.4,"Harvest, use & livelihoods"
44330,1.5,Threats
44330,1.6,Actions
44330,1.1,Taxonomy
44330,1.2,"Population size, distribution & trends"
90669049,1.5,Threats
90669049,1.3,Life history & ecology
90669049,1.2,"Population size, distribution & trends"
90669049,3.1,Population trends
158605,1.6,Actions
158605,1.5,Threats
158605,1.3,Life history & ecology
158605,1.2,"Population size, distribution & trends"
158605,3.1,Population trends
59803,1.5,Threats
59803,1.3,Life history & ecology
59803,1.2,"Population size, distribution & trends"
84379587,1.2,"Population size, distribution & trends"
84379896,1.5,Threats
84379896,1.3,Life history & ecology
84379896,1.2,"Population size, distribution & trends"
60010,3.1,Population trends
60010,1.2,"Population size, distribution & trends"
60018,3.1,Population trends
60018,1.2,"Population size, distribution & trends"
162561,1.3,Life history & ecology
162561,1.5,Threats
162561,1.2,"Population size, distribution & trends"
162647,1.3,Life history & ecology
162647,1.5,Threats
162647,1.2,"Population size, distribution & trends"
174007,1.6,Actions
174007,1.5,Threats
174007,1.4,"Harvest, use & livelihoods"
174007,1.3,Life history & ecology
174007,1.2,"Population size, distribution & trends"
203776,1.5,Threats
203776,1.3,Life history & ecology
203776,1.2,"Population size, distribution & trends"
164281,3.2,Harvest level trends
164281,1.2,"Population size, distribution & trends"
184191,3.1,Population trends
184191,1.3,Life history & ecology
184191,1.5,Threats
184191,1.2,"Population size, distribution & trends"
184209,3.1,Population trends
184209,1.3,Life history & ecology
184209,1.6,Actions
184209,1.2,"Population size, distribution & trends"
44305,3.1,Population trends
44305,1.3,Life history & ecology
44305,1.5,Threats
44305,1.6,Actions
44305,1.1,Taxonomy
44305,1.2,"Population size, distribution & trends"
44329,3.1,Population trends
44329,1.3,Life history & ecology
44329,1.4,"Harvest, use & livelihoods"
44329,1.5,Threats
44329,1.6,Actions
44329,1.1,Taxonomy
44329,1.2,"Population size, distribution & trends"
44415,1.3,Life history & ecology
44415,1.4,"Harvest, use & livelihoods"
44415,1.5,Threats
44415,1.6,Actions
44415,1.1,Taxonomy
44415,1.2,"Population size, distribution & trends"
63281,3.1,Population trends
63459,3.1,Population trends
63459,1.3,Life history & ecology
63459,1.5,Threats
63459,1.1,Taxonomy
63459,1.2,"Population size, distribution & trends"
13490705,1.2,"Population size, distribution & trends"
13490705,3.1,Population trends
13490705,1.5,Threats
19892137,3.1,Population trends
19892137,1.6,Actions
19892137,1.5,Threats
19892137,1.3,Life history & ecology
19892137,1.2,"Population size, distribution & trends"
19892137,1.1,Taxonomy
22486245,1.5,Threats
22486245,1.3,Life history & ecology
22486245,1.2,"Population size, distribution & trends"
22486245,3.4,Habitat trends
22486245,3.1,Population trends
66096334,1.2,"Population size, distribution & trends"
66096334,1.5,Threats
66106729,1.2,"Population size, distribution & trends"
66106729,3.1,Population trends
66769521,1.6,Actions
66769521,1.5,Threats
66769521,1.3,Life history & ecology
66769521,1.2,"Population size, distribution & trends"
66769521,3.4,Habitat trends
66769521,3.1,Population trends
66769566,1.6,Actions
66769566,1.5,Threats
66769566,1.4,"Harvest, use & livelihoods"
66769566,1.3,Life history & ecology
66769566,1.2,"Population size, distribution & trends"
66769566,3.4,Habitat trends
66769566,3.2,Harvest level trends
66769566,3.1,Population trends
68002552,1.6,Actions
68002552,1.5,Threats
68002552,1.4,"Harvest, use & livelihoods"
69222327,1.6,Actions
69222327,1.5,Threats
69222327,1.4,"Harvest, use & livelihoods"
70102535,1.6,Actions
70102535,1.5,Threats
70102535,1.4,"Harvest, use & livelihoods"
70102535,1.3,Life history & ecology
184198,1.6,Actions
184198,1.5,Threats
184198,1.3,Life history & ecology
184198,1.2,"Population size, distribution & trends"
184198,3.1,Population trends
13257,1.2,"Population size, distribution & trends"
13257,3.1,Population trends
184250,1.6,Actions
184250,1.5,Threats
184250,1.3,Life history & ecology
184250,1.2,"Population size, distribution & trends"
184250,3.1,Population trends
60058,1.3,Life history & ecology
60058,1.5,Threats
60058,3.1,Population trends
60058,1.2,"Population size, distribution & trends"
60058,3.4,Habitat trends
84379849,1.5,Threats
84379849,1.3,Life history & ecology
84379849,1.2,"Population size, distribution & trends"
84381019,1.5,Threats
84381019,1.3,Life history & ecology
84381019,1.2,"Population size, distribution & trends"
59893,3.1,Population trends
59893,3.4,Habitat trends
59893,1.1,Taxonomy
59893,1.3,Life history & ecology
59926,3.1,Population trends
59961,1.2,"Population size, distribution & trends"
59961,3.1,Population trends
110679685,1.5,Threats
162555,1.3,Life history & ecology
162555,1.2,"Population size, distribution & trends"
163170,1.3,Life history & ecology
163170,1.5,Threats
163170,1.2,"Population size, distribution & trends"
158587,3.1,Population trends
158587,1.5,Threats
158587,1.6,Actions
165768,1.3,Life history & ecology
165768,1.5,Threats
165768,1.1,Taxonomy
165768,1.2,"Population size, distribution & trends"
165768,1.3,Life history & ecology
165768,1.5,Threats
165768,1.6,Actions
165768,1.2,"Population size, distribution & trends"
173098,1.3,Life history & ecology
173098,1.1,Taxonomy
173098,1.2,"Population size, distribution & trends"
181936,3.1,Population trends
181936,1.3,Life history & ecology
59823,3.1,Population trends
59823,1.3,Life history & ecology
59823,1.5,Threats
59823,1.6,Actions
59823,1.2,"Population size, distribution & trends"
59823,1.3,Life history & ecology
59823,1.5,Threats
59823,1.2,"Population size, distribution & trends"
59823,3.1,Population trends
59823,1.3,Life history & ecology
59823,1.5,Threats
59823,1.6,Actions
59823,1.2,"Population size, distribution & trends"
59823,3.1,Population trends
59823,1.3,Life history & ecology
59823,1.5,Threats
59823,1.6,Actions
59823,1.2,"Population size, distribution & trends"
59827,3.1,Population trends
59940,3.1,Population trends
59940,1.3,Life history & ecology
59940,1.5,Threats
59940,1.6,Actions
59940,1.2,"Population size, distribution & trends"
63213,3.1,Population trends
63213,1.3,Life history & ecology
63213,1.5,Threats
63213,1.1,Taxonomy
63213,1.2,"Population size, distribution & trends"
63446,3.1,Population trends
63446,1.3,Life history & ecology
63446,1.5,Threats
63446,1.1,Taxonomy
63446,1.2,"Population size, distribution & trends"
50643227,1.5,Threats
50643227,1.2,"Population size, distribution & trends"
56217042,1.6,Actions
56217042,1.3,Life history & ecology
56217042,1.2,"Population size, distribution & trends"
56217042,3.1,Population trends
66106709,1.2,"Population size, distribution & trends"
66106709,3.1,Population trends
66106709,1.5,Threats
66769434,1.6,Actions
66769434,1.5,Threats
66769434,1.4,"Harvest, use & livelihoods"
66769434,1.3,Life history & ecology
66769434,1.2,"Population size, distribution & trends"
66769434,3.4,Habitat trends
66769434,3.2,Harvest level trends
66769434,3.1,Population trends
184262,1.6,Actions
184262,1.5,Threats
184262,1.3,Life history & ecology
184262,1.2,"Population size, distribution & trends"
184262,1.1,Taxonomy
184262,3.1,Population trends
84379796,1.2,"Population size, distribution & trends"
84922185,1.6,Actions
84922185,1.5,Threats
84922185,1.2,"Population size, distribution & trends"
59950,1.3,Life history & ecology
59950,3.1,Population trends
59950,3.4,Habitat trends
59950,1.1,Taxonomy
66106486,1.2,"Population size, distribution & trends"
110096780,1.2,"Population size, distribution & trends"
110096780,1.5,Threats
44317,1.3,Life history & ecology
44317,1.5,Threats
44317,1.6,Actions
44317,1.1,Taxonomy
44317,1.2,"Population size, distribution & trends"
44321,3.1,Population trends
44321,1.3,Life history & ecology
44321,1.5,Threats
44321,1.6,Actions
44321,1.1,Taxonomy
44321,1.2,"Population size, distribution & trends"
19892936,3.1,Population trends
19892936,1.6,Actions
19892936,1.5,Threats
19892936,1.3,Life history & ecology
19892936,1.2,"Population size, distribution & trends"
61987953,1.5,Threats
66770432,1.6,Actions
66770432,1.5,Threats
66770432,1.4,"Harvest, use & livelihoods"
66770432,1.3,Life history & ecology
66770432,1.2,"Population size, distribution & trends"
66770432,3.4,Habitat trends
66770432,3.2,Harvest level trends
66770432,3.1,Population trends
69222037,1.5,Threats
69222037,1.4,"Harvest, use & livelihoods"
46497,1.6,Actions
46497,4.0,Other
59810,1.3,Life history & ecology
59810,1.2,"Population size, distribution & trends"
59810,3.1,Population trends
59781,1.5,Threats
59781,1.3,Life history & ecology
59781,1.2,"Population size, distribution & trends"
59781,1.1,Taxonomy
59781,3.1,Population trends
59833,1.3,Life history & ecology
59833,1.1,Taxonomy
59833,3.1,Population trends
59833,3.4,Habitat trends
63200,1.6,Actions
63200,1.5,Threats
63200,1.3,Life history & ecology
63200,1.2,"Population size, distribution & trends"
63200,1.1,Taxonomy
63200,3.1,Population trends
60019,1.3,Life history & ecology
60019,1.5,Threats
60019,3.1,Population trends
60019,3.4,Habitat trends
60019,1.2,"Population size, distribution & trends"
84380969,1.5,Threats
84380969,1.3,Life history & ecology
84380969,1.2,"Population size, distribution & trends"
85107096,1.6,Actions
85107096,1.5,Threats
85107096,1.4,"Harvest, use & livelihoods"
85107096,1.3,Life history & ecology
85107825,1.6,Actions
85107825,1.5,Threats
85107825,1.4,"Harvest, use & livelihoods"
85107825,1.3,Life history & ecology
85107825,1.2,"Population size, distribution & trends"
87753868,1.5,Threats
87753868,1.2,"Population size, distribution & trends"
87753868,1.3,Life history & ecology
163189,1.3,Life history & ecology
163189,1.1,Taxonomy
163189,1.2,"Population size, distribution & trends"
193825,1.3,Life history & ecology
193825,1.5,Threats
193825,1.1,Taxonomy
193825,1.2,"Population size, distribution & trends"
160398,1.3,Life history & ecology
160398,1.5,Threats
165773,3.1,Population trends
165773,1.3,Life history & ecology
165773,1.5,Threats
165773,1.2,"Population size, distribution & trends"
165773,3.1,Population trends
165773,1.3,Life history & ecology
165773,1.5,Threats
165773,1.6,Actions
165773,1.1,Taxonomy
165773,1.2,"Population size, distribution & trends"
165773,1.3,Life history & ecology
165773,1.5,Threats
165773,1.6,Actions
165773,1.1,Taxonomy
165773,1.2,"Population size, distribution & trends"
168016,3.1,Population trends
168016,1.3,Life history & ecology
168016,1.5,Threats
168016,1.2,"Population size, distribution & trends"
168016,3.1,Population trends
168016,1.5,Threats
168016,1.5,Threats
169223,3.1,Population trends
169223,1.6,Actions
169223,1.2,"Population size, distribution & trends"
181796,3.1,Population trends
181796,1.3,Life history & ecology
181796,1.4,"Harvest, use & livelihoods"
181796,1.5,Threats
181796,1.6,Actions
181796,1.2,"Population size, distribution & trends"
182175,3.1,Population trends
184275,3.1,Population trends
184275,1.3,Life history & ecology
184275,1.5,Threats
184275,1.2,"Population size, distribution & trends"
59887,3.1,Population trends
59887,1.3,Life history & ecology
59887,1.6,Actions
59887,1.2,"Population size, distribution & trends"
59887,3.1,Population trends
59887,1.3,Life history & ecology
59887,1.6,Actions
59887,1.2,"Population size, distribution & trends"
59887,3.1,Population trends
59887,1.3,Life history & ecology
59887,1.6,Actions
59887,1.2,"Population size, distribution & trends"
59887,3.1,Population trends
59887,1.5,Threats
59824,3.1,Population trends
59824,3.1,Population trends
19891650,3.1,Population trends
19891650,1.5,Threats
19891650,1.2,"Population size, distribution & trends"
44393026,3.1,Population trends
44393026,1.5,Threats
44392951,3.1,Population trends
44392951,1.5,Threats
44392951,1.2,"Population size, distribution & trends"
64593961,1.5,Threats
64593961,1.4,"Harvest, use & livelihoods"
66105992,1.2,"Population size, distribution & trends"
66105992,1.5,Threats
66105992,3.1,Population trends
65523561,1.6,Actions
65523561,1.5,Threats
65523561,1.4,"Harvest, use & livelihoods"
66769873,1.6,Actions
66769873,1.5,Threats
66769873,1.4,"Harvest, use & livelihoods"
66769873,1.3,Life history & ecology
66769873,1.2,"Population size, distribution & trends"
66769873,3.4,Habitat trends
66769873,3.2,Harvest level trends
66769873,3.1,Population trends
69222226,1.5,Threats
69222226,1.4,"Harvest, use & livelihoods"
63193,1.6,Actions
63193,1.3,Life history & ecology
63193,3.1,Population trends
59742,1.6,Actions
59742,1.5,Threats
59742,1.3,Life history & ecology
59742,1.2,"Population size, distribution & trends"
59742,3.1,Population trends
22816,1.6,Actions
22816,1.5,Threats
22816,1.3,Life history & ecology
22816,1.2,"Population size, distribution & trends"
22816,3.1,Population trends
59902,3.1,Population trends
59976,1.1,Taxonomy
59976,1.3,Life history & ecology
84379328,1.5,Threats
84379328,1.3,Life history & ecology
84379328,1.2,"Population size, distribution & trends"
59871,1.3,Life history & ecology
59871,1.1,Taxonomy
59871,3.1,Population trends
59871,3.4,Habitat trends
85099960,2.1,Species Action/Recovery Plan
85099960,1.6,Actions
85099960,1.5,Threats
85099960,1.4,"Harvest, use & livelihoods"
85099960,1.3,Life history & ecology
85099960,1.2,"Population size, distribution & trends"
60023,1.6,Actions
60023,1.5,Threats
60023,1.2,"Population size, distribution & trends"
60023,3.1,Population trends
95317478,1.5,Threats
95317478,1.2,"Population size, distribution & trends"
95317478,2.3,Harvest & Trade Management Plan
44269,1.5,Threats
44269,1.3,Life history & ecology
44269,1.2,"Population size, distribution & trends"
44269,1.1,Taxonomy
185717,3.1,Population trends
185717,1.3,Life history & ecology
44298,1.3,Life history & ecology
44298,1.5,Threats
44298,1.6,Actions
44298,1.1,Taxonomy
44298,1.2,"Population size, distribution & trends"
44397,3.1,Population trends
44397,1.3,Life history & ecology
44397,1.4,"Harvest, use & livelihoods"
44397,1.5,Threats
44397,1.6,Actions
44397,1.1,Taxonomy
44397,1.2,"Population size, distribution & trends"
44399,3.1,Population trends
44399,1.3,Life history & ecology
44399,1.5,Threats
44399,1.6,Actions
44399,1.1,Taxonomy
44399,1.2,"Population size, distribution & trends"
60295,3.1,Population trends
60295,1.3,Life history & ecology
60295,1.5,Threats
60295,1.6,Actions
60295,1.2,"Population size, distribution & trends"
60295,3.1,Population trends
60295,1.3,Life history & ecology
60295,1.5,Threats
60295,1.6,Actions
60295,1.2,"Population size, distribution & trends"
59983,3.1,Population trends
59983,3.4,Habitat trends
92459277,1.5,Threats
92459277,1.3,Life history & ecology
92459277,1.2,"Population size, distribution & trends"
108618575,1.5,Threats
108618575,1.2,"Population size, distribution & trends"
184573,1.6,Actions
184573,1.5,Threats
184573,1.3,Life history & ecology
184573,1.2,"Population size, distribution & trends"
168729,1.2,"Population size, distribution & trends"
200708,1.2,"Population size, distribution & trends"
202771,1.3,Life history & ecology
202771,1.2,"Population size, distribution & trends"
202771,1.5,Threats
40014,3.1,Population trends
40014,1.1,Taxonomy
40014,1.2,"Population size, distribution & trends"
40014,1.6,Actions
40014,2.1,Species Action/Recovery Plan
40014,3.2,Harvest level trends
40014,3.3,Trade trends
40014,3.4,Habitat trends
48153881,1.2,"Population size, distribution & trends"
65524490,1.3,Life history & ecology
65524490,1.2,"Population size, distribution & trends"
65524490,1.5,Threats
65611977,1.6,Actions
65611977,1.5,Threats
65611977,1.4,"Harvest, use & livelihoods"
67374369,2.1,Species Action/Recovery Plan
67374369,1.6,Actions
67374369,1.3,Life history & ecology
67374369,3.4,Habitat trends
67374369,3.1,Population trends
67374369,2.2,Area-based Management Plan
68002549,1.6,Actions
